0	0.0705819
0.0001	0.0698271
0.0002	0.069916
0.0003	0.0700169
0.0004	0.070389
0.0005	0.0702369
0.0006	0.070121
0.0007	0.0704231
0.0008	0.0705261
0.0009	0.070617
0.001	0.0707221
0.0011	0.0708251
0.0012	0.0709229
0.0013	0.0710201
0.0014	0.0711732
0.0015	0.0711391
0.0016	0.0712731
0.0017	0.0713749
0.0018	0.071475
0.0019	0.071578
0.002	0.0716782
0.0021	0.071774
0.0022	0.0718732
0.0023	0.0719781
0.0024	0.0720789
0.0025	0.0721731
0.0026	0.0722771
0.0027	0.0723751
0.0028	0.072475
0.0029	0.072576
0.003	0.072675
0.0031	0.072772
0.0032	0.072875
0.0033	0.072974
0.0034	0.0730851
0.0035	0.0733681
0.0036	0.0732689
0.0037	0.07338
0.0038	0.073478
0.0039	0.0735731
0.004	0.073674
0.0041	0.0737741
0.0042	0.0738831
0.0043	0.0738058
0.0044	0.0740712
0.0045	0.0741789
0.0046	0.0742772
0.0047	0.0743759
0.0048	0.074476
0.0049	0.074574
0.005	0.0746801
0.0051	0.074769
0.0052	0.0748711
0.0053	0.074981
0.0054	0.0750761
0.0055	0.0751719
0.0056	0.075479
0.0057	0.0753698
0.0058	0.0754728
0.0059	0.0755808
0.006	0.0756762
0.0061	0.0757701
0.0062	0.0758772
0.0063	0.075979
0.0064	0.076077
0.0065	0.076179
0.0066	0.076272
0.0067	0.076375
0.0068	0.0764718
0.0069	0.0765781
0.007	0.0766811
0.0071	0.0767751
0.0072	0.076869
0.0073	0.076972
0.0074	0.07708
0.0075	0.0771739
0.0076	0.0772722
0.0077	0.0773759
0.0078	0.0774748
0.0079	0.07758
0.008	0.077673
0.0081	0.0777721
0.0082	0.077883
0.0083	0.077975
0.0084	0.0780742
0.0085	0.078176
0.0086	0.078279
0.0087	0.0783689
0.0088	0.0784769
0.0089	0.0785739
0.009	0.078676
0.0091	0.078773
0.0092	0.078871
0.0093	0.078974
0.0094	0.0790749
0.0095	0.0791709
0.0096	0.079278
0.0097	0.0793762
0.0098	0.0794671
0.0099	0.0795751
0.01	0.07968
