0	0.0858331
0.0001	0.103649
0.0002	0.069732
0.0003	0.069865
0.0004	0.0708618
0.0005	0.06988
0.0006	0.069721
0.0007	0.0698919
0.0008	0.0698919
0.0009	0.0725801
0.001	0.069716
0.0011	0.0986249
0.0012	0.0693491
0.0013	0.069346
0.0014	0.0693431
0.0015	0.0697131
0.0016	0.069711
0.0017	0.0695238
0.0018	0.069706
0.0019	0.0698569
0.002	0.069864
0.0021	0.0705969
0.0022	0.0695388
0.0023	0.0745909
0.0024	0.0695269
0.0025	0.0738289
0.0026	0.0791841
0.0027	0.0698872
0.0028	0.074882
0.0029	0.069535
0.003	0.0693521
0.0031	0.0695591
0.0032	0.072444
0.0033	0.069153
0.0034	0.0696831
0.0035	0.070183
0.0036	0.0695331
0.0037	0.0697129
0.0038	0.069344
0.0039	0.0693369
0.004	0.0695219
0.0041	0.0698578
0.0042	0.0695181
0.0043	0.0693371
0.0044	0.0693512
0.0045	0.0693409
0.0046	0.06934
0.0047	0.0693469
0.0048	0.069339
0.0049	0.0695322
0.005	0.0693412
0.0051	0.06934
0.0052	0.069345
0.0053	0.0695219
0.0054	0.0693419
0.0055	0.0693409
0.0056	0.0693381
0.0057	0.0693479
0.0058	0.069669
0.0059	0.06986
0.006	0.0696831
0.0061	0.069716
0.0062	0.0696821
0.0063	0.0696859
0.0064	0.0696831
0.0065	0.070225
0.0066	0.0693409
0.0067	0.06934
0.0068	0.0693369
0.0069	0.0693491
0.007	0.0693431
0.0071	0.06934
0.0072	0.069531
0.0073	0.0698581
0.0074	0.069684
0.0075	0.0696781
0.0076	0.06968
0.0077	0.0696819
0.0078	0.06968
0.0079	0.0696831
0.008	0.069859
0.0081	0.069345
0.0082	0.0693409
0.0083	0.0696771
0.0084	0.0696809
0.0085	0.069684
0.0086	0.069684
0.0087	0.0693471
0.0088	0.0697088
0.0089	0.0693471
0.009	0.0693419
0.0091	0.0693419
0.0092	0.0693362
0.0093	0.0693431
0.0094	0.0693378
0.0095	0.06971
0.0096	0.0693371
0.0097	0.0693369
0.0098	0.0960889
0.0099	0.0695469
0.01	0.103031
